golden_customer_id,match_group_id,first_name,last_name,email,phone,address,city,state,zip,golden_created_date,golden_last_updated,snapshot_date
374,467,Pat,Christian,pat.christian118@email.com,619-281-5831,223 Oak Street,Jacksonville,VA,28744,2025-01-31,2025-02-04,2025-01-01
375,469,Sam,Brown,sam.brown5@gmail.com,(626) 798-9968,1083 Main St,Jacksonville,SC,27728,2023-06-23,2023-06-23,2025-01-01
376,470,Morgan,Taylor,morgan.taylor217@email.com,(627) 603-6158,4499 Oak Street,Charlotte,VA,27855,2024-10-01,2024-10-09,2025-01-01
377,471,Alex,Brown,alex.brown146@email.com,(631) 512-2358,9763 Hill Street,Raleigh,NC,28531,2023-10-11,2023-12-17,2025-01-01
378,475,Morgan,Davis,morgan.davis160@gmail.com,637-869-6667,8427 Main St,Greensboro,NC,27548,2024-10-23,2024-10-23,2025-01-01
379,477,Taylor,Miller,taylor.miller314@gmail.com,642-398-2532,9102 Oak St,Charlotte,VA,27399,2024-07-27,2024-07-27,2025-01-01
380,479,Casey,Taylor,casey.taylor67@gmail.com,(650) 422-5149,1768 Hill St,Raleigh,GA,28071,2024-02-09,2024-02-09,2025-01-01
381,480,Avery,Moore,avery.moore33@gmail.com,650-478-8865,7932 Hill St,Wilmington,NC,28844,2023-04-17,2023-12-21,2025-01-01
382,482,Riley,Anderson,riley.anderson45@gmail.com,651-755-6206,4343 Hill St,Raleigh,SC,27304,2023-10-03,2024-06-19,2025-01-01
383,483,Sam,Wilson,sam.wilson335@email.com,(655) 689-3398,9544 Main Street,Raleigh,NC,28202,2024-04-25,2024-04-25,2025-01-01
384,485,Sam,Wilson,sam.wilson36@gmail.com,(661) 969-7577,2327 Hill St,Jacksonville,VA,27876,2025-02-09,2025-02-09,2025-01-01
385,486,Devin,Davis,devin.davis251@gmail.com,(662) 385-2136,1311 Maple St,Greensboro,VA,28635,2024-01-03,2024-01-03,2025-01-01
386,487,Avery,Johnson,avery.johnson91@email.com,(673) 238-8579,8464 Pine St,Fayetteville,SC,28713,2024-12-13,2025-03-10,2025-01-01
387,491,Drew,Johnson,drew.johnson155@gmail.com,(682) 625-2048,9713 Main St,Fayetteville,VA,27557,2025-01-03,2025-01-03,2025-01-01
388,492,Morgan,Johnson,morgan.johnson125@gmail.com,683-831-8272,8398 Oak St,Fayetteville,SC,28289,2024-12-22,2024-12-22,2025-01-01
389,493,Taylor,Davis,taylor.davis26@gmail.com,685-205-1003,4642 Cedar St,Fayetteville,VA,27615,2025-09-06,2025-09-06,2025-01-01
390,494,Sam,Smith,sam.smith46@gmail.com,(685) 746-3331,7077 Cedar Street,Charlotte,SC,27943,2023-12-23,2023-12-23,2025-01-01
391,500,Pat,Davis,pat.davis74@gmail.com,(693) 551-9661,4882 Hill St,Greensboro,GA,28035,2024-12-10,2024-12-10,2025-01-01
392,506,Cameron,Johnson,cameron.johnson326@gmail.com,(706) 720-6954,4412 Hill St,Durham,GA,27567,2025-07-25,2025-07-25,2025-01-01
393,507,Chris,Johnson,chris.johnson149@gmail.com,(707) 374-6330,2964 Pine Street,Greensboro,SC,27397,2024-02-26,2024-03-15,2025-01-01
394,510,Morgan,Johnson,morgan.johnson332@gmail.com,717-805-7563,5800 Maple St,Wilmington,NC,28300,2024-05-04,2024-05-04,2025-01-01
395,513,Sam,Smith,sam.smith198@gmail.com,727-461-9869,1457 Main Street,Wilmington,SC,27721,2024-11-26,2024-11-26,2025-01-01
396,515,Chris,Christian,chris.christian134@email.com,734-894-2284,2331 Main St,Durham,SC,27206,2024-04-05,2024-05-26,2025-01-01
397,516,Chris,Miller,chris.miller320@email.com,739-261-3559,1417 Pine St,Fayetteville,GA,28853,2025-05-08,2025-05-08,2025-01-01
398,517,Cameron,Brown,cameron.brown263@email.com,(742) 308-2582,3397 Maple St,Greensboro,GA,27191,2023-10-28,2024-01-11,2025-01-01
399,521,Christopher,Davis,chris.davis181@email.com,754-260-1139,1979 Maple Street,Fayetteville,NC,28799,2024-11-25,2024-11-25,2025-01-01
400,525,Cameron,Wilson,cameron.wilson235@email.com,(771) 321-9753,5308 Pine St,Durham,SC,27045,2025-04-28,2025-04-28,2025-01-01
401,528,Jordan,Brown,jordan.brown345@gmail.com,(772) 917-4887,6394 Hill St,Wilmington,SC,28223,2024-03-25,2024-03-25,2025-01-01
402,530,Devin,Anderson,devin.anderson97@gmail.com,(782) 491-5180,8358 Hill St,Fayetteville,NC,27563,2023-06-26,2023-06-26,2025-01-01
403,532,Riley,Christian,riley.christian30@gmail.com,(784) 448-4922,888 Cedar St,Wilmington,VA,27558,2025-05-11,2025-05-11,2025-01-01
404,533,Casey,Moore,casey.moore346@email.com,785-790-3609,8163 Oak Street,Fayetteville,SC,27879,2024-01-29,2024-01-29,2025-01-01
405,534,Jamie,Miller,jamie.miller88@email.com,(791) 945-2601,5663 Cedar St,Greensboro,SC,28315,2024-08-21,2024-08-21,2025-01-01
406,537,Cameron,Moore,cameron.moore282@email.com,798-895-7989,3963 Main St,Raleigh,SC,28713,2023-09-11,2024-05-16,2025-01-01
407,538,Cameron,Anderson,cameron.anderson44@gmail.com,(798) 985-3914,4421 Oak St,Greensboro,VA,28611,2024-11-08,2024-11-08,2025-01-01
408,540,Avery,Smith,avery.smith115@gmail.com,(809) 711-1458,8533 Oak St,Jacksonville,GA,28608,2023-05-07,2023-05-07,2025-01-01
409,547,Jamie,Wilson,jamie.wilson339@email.com,(819) 966-8292,6464 Main St,Fayetteville,SC,27534,2024-11-01,2024-11-01,2025-01-01
410,551,Drew,Brown,drew.brown102@gmail.com,(829) 671-1167,6481 Maple St,Durham,VA,28089,2024-06-10,2024-06-10,2025-01-01
411,552,Chris,Miller,chris.miller70@email.com,833-250-3704,7203 Maple St,Durham,SC,28336,2023-07-19,2023-07-19,2025-01-01
412,553,Devin,Miller,devin.miller35@email.com,(833) 598-4312,6948 Oak St,Raleigh,GA,27079,2023-10-23,2023-10-23,2025-01-01
413,554,Devin,Taylor,devin.taylor252@gmail.com,(835) 289-4971,8474 Maple Street,Greensboro,GA,27850,2024-06-17,2024-06-17,2025-01-01
414,555,Chris,Johnson,chris.johnson152@email.com,(837) 922-9196,8008 Oak St,Raleigh,SC,28028,2024-11-27,2024-11-27,2025-01-01
415,556,Morgan,Wilson,morgan.wilson333@email.com,839-352-5867,2042 Maple St,Fayetteville,GA,27939,2023-11-03,2023-12-30,2025-01-01
416,559,Devin,Wilson,devin.wilson203@gmail.com,(845) 720-3161,207 Maple St,Raleigh,VA,28632,2024-08-10,2025-08-16,2025-01-01
417,560,Sam,Christian,sam.christian55@gmail.com,(846) 773-4948,3612 Maple St,Raleigh,SC,28494,2024-05-21,2025-04-14,2025-01-01
418,561,Morgan,Wilson,morgan.wilson341@gmail.com,(850) 602-3262,1847 Hill St,Durham,VA,28582,2023-09-25,2024-04-17,2025-01-01
419,562,Avery,Johnson,avery.johnson128@gmail.com,(852) 229-3987,151 Cedar Street,Charlotte,NC,28357,2024-04-16,2024-04-16,2025-01-01
420,563,Sam,Taylor,sam.taylor110@gmail.com,852-230-9517,7457 Hill St,Greensboro,GA,28624,2024-01-16,2024-01-16,2025-01-01
421,567,Alex,Taylor,alex.taylor316@gmail.com,(865) 700-4220,5656 Pine St,Fayetteville,NC,28738,2024-08-27,2024-08-27,2025-01-01
422,568,Sam,Anderson,sam.anderson56@gmail.com,865-886-2723,4700 Hill St,Charlotte,GA,27463,2025-07-31,2025-07-31,2025-01-01
423,571,Cameron,Moore,cameron.moore190@gmail.com,(867) 580-8307,1771 Cedar St,Jacksonville,NC,27285,2024-10-01,2024-10-01,2025-01-01
424,572,Christopher,Moore,chris.moore254@gmail.com,(868) 714-4940,7388 Pine Street,Charlotte,GA,28240,2024-11-02,2024-11-02,2025-01-01
425,573,Chris,Taylor,chris.taylor157@gmail.com,868-863-9996,6695 Pine St,Fayetteville,SC,27813,2024-05-11,2024-05-11,2025-01-01
426,574,Pat,Brown,pat.brown95@gmail.com,871-474-6600,4530 Cedar Street,Charlotte,VA,28012,2023-11-18,2023-11-18,2025-01-01
427,575,Cameron,Johnson,cameron.johnson199@email.com,(871) 813-4304,8322 Cedar St,Fayetteville,GA,27722,2023-10-11,2023-10-11,2025-01-01
428,577,Avery,Moore,avery.moore240@gmail.com,875-378-9469,4340 Oak St,Durham,VA,28220,2025-04-07,2025-04-07,2025-01-01
429,581,Pat,Moore,pat.moore294@gmail.com,(882) 953-8030,7892 Hill St,Jacksonville,NC,28014,2024-01-27,2024-01-27,2025-01-01
430,584,Jordan,Moore,jordan.moore277@email.com,(889) 840-9221,9281 Maple St,Fayetteville,GA,27938,2025-01-15,2025-01-15,2025-01-01
431,585,Avery,Miller,avery.miller141@gmail.com,(891) 687-1252,5168 Maple St,Charlotte,SC,27147,2023-03-31,2023-03-31,2025-01-01
432,586,Taylor,Miller,taylor.miller186@gmail.com,(896) 402-9201,2589 Oak St,Durham,VA,27460,2024-05-20,2024-05-20,2025-01-01
433,587,Chris,Christian,chris.christian172@email.com,(896) 592-1538,3116 Pine St,Charlotte,VA,27378,2024-10-31,2024-10-31,2025-01-01
434,588,Sam,Miller,sam.miller114@gmail.com,(896) 827-2163,8908 Main Street,Fayetteville,NC,28889,2024-06-04,2025-04-24,2025-01-01
435,591,Cameron,Smith,cameron.smith47@gmail.com,(898) 798-6828,6477 Cedar St,Charlotte,GA,27688,2024-11-25,2024-11-25,2025-01-01
436,598,Alex,Taylor,alex.taylor242@email.com,928-643-2133,8809 Main St,Raleigh,VA,28796,2024-08-06,2025-03-04,2025-01-01
437,602,Devin,Smith,devin.smith331@gmail.com,(938) 545-6635,6750 Pine St,Raleigh,SC,28946,2023-06-21,2023-06-21,2025-01-01
438,604,Sam,Davis,sam.davis171@email.com,(945) 217-1678,375 Oak St,Raleigh,NC,27459,2023-06-04,2024-01-12,2025-01-01
439,605,Drew,Smith,drew.smith116@gmail.com,(945) 712-8349,9778 Hill Street,Fayetteville,GA,28470,2025-02-28,2025-02-28,2025-01-01
440,607,Jordan,Davis,jordan.davis175@gmail.com,(946) 552-6379,3899 Oak St,Durham,SC,27153,2023-08-15,2023-08-15,2025-01-01
441,608,Chris,Smith,chris.smith225@gmail.com,947-463-3230,2407 Oak Street,Charlotte,SC,27174,2024-03-11,2024-03-11,2025-01-01
442,609,Jordan,Taylor,jordan.taylor3@gmail.com,(949) 658-9619,6859 Oak Street,Greensboro,NC,27241,2025-05-17,2025-05-17,2025-01-01
443,612,Avery,Christian,avery.christian295@gmail.com,(954) 358-2402,6254 Pine St,Charlotte,SC,28658,2023-08-13,2023-08-13,2025-01-01
444,614,Alex,Johnson,alex.johnson336@email.com,956-254-4841,179 Pine St,Greensboro,SC,27217,2023-07-25,2023-07-25,2025-01-01
445,615,Riley,Davis,riley.davis221@email.com,(958) 283-5731,1637 Main St,Fayetteville,NC,28956,2024-04-26,2024-09-02,2025-01-01
446,618,Jaime,Moore,jamie.moore99@gmail.com,(962) 257-2801,3497 Main St,Fayetteville,GA,28791,2025-03-03,2025-03-03,2025-01-01
447,619,Devin,Davis,devin.davis61@email.com,(971) 606-5571,1532 Cedar St,Charlotte,SC,27912,2023-12-29,2024-05-09,2025-01-01
448,622,Cameron,Taylor,cameron.taylor60@email.com,(985) 766-1448,114 Oak Street,Greensboro,NC,27806,2025-04-02,2025-04-02,2025-01-01
449,623,Devin,Miller,devin.miller153@email.com,(986) 203-4237,9024 Oak St,Durham,GA,28921,2023-11-20,2023-11-20,2025-01-01
450,624,Jordan,Johnson,jordan.johnson9@gmail.com,(991) 513-3888,9273 Maple St,Greensboro,VA,27191,2024-10-27,2024-10-27,2025-01-01
451,626,Alex,Smith,alex.smith349@gmail.com,(996) 849-4563,7929 Pine Street,Durham,SC,28135,2024-03-09,2024-08-17,2025-01-01
452,628,Avery,Brown,avery.brown71@email.com,777-734-1384,1022 Hill St,Greensboro,VA,28895,2023-04-24,2023-04-24,2025-01-01
453,629,Drew,Taylor,drew.taylor72@email.com,(455) 838-4637,2527 Main St,Durham,SC,28170,2024-07-31,2024-07-31,2025-01-01
454,630,Devin,Smith,devin.smith90@email.com,(650) 805-3727,9260 Maple St,Greensboro,VA,27415,2025-04-06,2025-04-06,2025-01-01
455,631,Riley,Taylor,riley.taylor130@email.com,(929) 639-3995,7174 Pine St,Greensboro,VA,27162,2024-11-10,2024-11-10,2025-01-01
456,632,Sam,Wilson,sam.wilson145@email.com,(385) 965-3372,2444 Cedar St,Jacksonville,VA,28681,2024-10-18,2024-10-18,2025-01-01
457,633,Devin,Smith,devin.smith147@email.com,(686) 485-2802,4277 Cedar St,Jacksonville,GA,28385,2023-06-09,2023-06-09,2025-01-01
458,634,Casey,Brown,casey.brown176@email.com,777-674-6196,8483 Oak Street,Fayetteville,VA,28046,2024-07-03,2024-07-03,2025-01-01
459,635,Cameron,Smith,cameron.smith182@email.com,(329) 918-2477,7756 Pine St,Fayetteville,GA,28850,2023-06-13,2023-06-13,2025-01-01
460,636,Jamie,Smith,jamie.smith185@gmail.com,623-878-3377,886 Cedar St,Greensboro,NC,27031,2024-10-02,2024-10-02,2025-01-01
461,637,Casey,Taylor,casey.taylor196@gmail.com,(782) 315-6517,9442 Maple St,Wilmington,GA,27859,2024-07-09,2024-07-09,2025-01-01
462,638,Sam,Johnson,sam.johnson268@email.com,(482) 987-1429,3655 Maple Street,Durham,SC,28993,2024-10-24,2024-10-24,2025-01-01
463,639,Morgan,Christian,morgan.christian279@gmail.com,484-634-5181,785 Main Street,Fayetteville,NC,27745,2024-05-10,2024-05-10,2025-01-01
464,640,Alex,Christian,alex.christian293@email.com,(621) 947-7636,5217 Cedar St,Jacksonville,NC,28132,2024-02-18,2024-02-18,2025-01-01
465,641,Pat,Smith,pat.smith297@email.com,(977) 788-4471,526 Pine St,Raleigh,NC,27442,2023-09-02,2023-09-02,2025-01-01
466,642,Jordan,Christian,jordan.christian301@email.com,658-918-5170,5603 Main St,Fayetteville,NC,27696,2025-01-10,2025-01-10,2025-01-01
467,643,Riley,Johnson,riley.johnson308@gmail.com,945-248-6231,2791 Cedar St,Wilmington,GA,27044,2024-03-21,2024-03-21,2025-01-01
468,644,Jamie,Brown,jamie.brown323@email.com,(860) 943-4270,7385 Maple St,Wilmington,SC,28653,2024-06-18,2024-06-18,2025-01-01
469,645,Avery,Christian,avery.christian9000@email.com,404-985-5544,8832 Main St,Jacksonville,NC,27535,2024-10-30,2024-10-30,2025-01-01
470,646,Chris,Johnson,chris.johnson9001@email.com,285-961-3748,203 Cedar St,Wilmington,GA,27967,2024-05-27,2024-05-27,2025-01-01
471,647,Devin,Christian,devin.christian9002@email.com,917-924-7202,3184 Maple St,Charlotte,NC,27404,2024-08-23,2024-08-23,2025-01-01
472,648,Alex,Moore,alex.moore9003@email.com,894-999-2304,9299 Maple St,Charlotte,GA,27034,2024-10-13,2024-10-13,2025-01-01
473,649,Morgan,Miller,morgan.miller9004@email.com,431-535-2401,885 Cedar St,Wilmington,SC,28948,2024-07-13,2024-07-13,2025-01-01
474,650,Cameron,Davis,cameron.davis9005@email.com,472-564-8463,6092 Pine St,Raleigh,NC,28108,2024-03-03,2024-03-03,2025-01-01
475,651,Cameron,Johnson,cameron.johnson9006@email.com,211-290-5179,6772 Main St,Jacksonville,SC,27522,2024-12-14,2024-12-14,2025-01-01
476,652,Chris,Smith,chris.smith9007@email.com,777-912-5855,3029 Cedar St,Wilmington,VA,27232,2024-06-02,2024-06-02,2025-01-01
477,653,Alex,Davis,alex.davis9008@email.com,776-686-1627,7926 Pine St,Charlotte,VA,27104,2024-08-27,2024-08-27,2025-01-01
478,654,Alex,Wilson,alex.wilson9009@email.com,961-428-1826,6681 Cedar St,Charlotte,GA,28294,2024-10-22,2024-10-22,2025-01-01
479,655,Chris,Christian,chris.christian9010@email.com,428-543-2190,1064 Hill St,Charlotte,VA,28094,2024-06-05,2024-06-05,2025-01-01
480,656,Pat,Brown,pat.brown9011@email.com,616-703-8007,796 Pine St,Raleigh,NC,27068,2024-12-07,2024-12-07,2025-01-01
481,657,Alex,Taylor,alex.taylor9012@email.com,675-328-5427,1734 Pine St,Greensboro,VA,28358,2024-02-12,2024-02-12,2025-01-01
482,658,Casey,Brown,casey.brown9013@email.com,339-487-2345,4964 Oak St,Fayetteville,NC,28308,2024-10-17,2024-10-17,2025-01-01
483,659,Jamie,Moore,jamie.moore9014@email.com,978-507-4448,3358 Main St,Greensboro,GA,28636,2024-02-15,2024-02-15,2025-01-01
484,660,Riley,Davis,riley.davis9015@email.com,466-625-3620,1090 Oak St,Raleigh,NC,28808,2024-11-14,2024-11-14,2025-01-01
485,661,Alex,Johnson,alex.johnson9016@email.com,853-949-7534,9479 Oak St,Jacksonville,GA,27422,2024-11-22,2024-11-22,2025-01-01
486,662,Jamie,Smith,jamie.smith9017@email.com,273-216-1209,8866 Hill St,Durham,VA,28189,2024-03-21,2024-03-21,2025-01-01
487,663,Jamie,Davis,jamie.davis9018@email.com,999-609-1622,4906 Main St,Wilmington,VA,28133,2024-06-25,2024-06-25,2025-01-01
488,664,Devin,Davis,devin.davis9019@email.com,259-467-5633,4065 Hill St,Greensboro,GA,27402,2024-04-28,2024-04-28,2025-01-01
489,665,Riley,Taylor,riley.taylor9020@email.com,711-760-3065,9554 Hill St,Wilmington,GA,27023,2024-11-11,2024-11-11,2025-01-01
490,666,Taylor,Anderson,taylor.anderson9021@email.com,968-596-7216,7635 Maple St,Charlotte,VA,27492,2024-10-21,2024-10-21,2025-01-01
491,667,Morgan,Taylor,morgan.taylor9022@email.com,657-450-2800,2786 Oak St,Wilmington,VA,28323,2024-09-09,2024-09-09,2025-01-01
492,668,Cameron,Davis,cameron.davis9023@email.com,538-621-9351,1865 Pine St,Durham,VA,28648,2024-05-13,2024-05-13,2025-01-01
493,669,Jamie,Taylor,jamie.taylor9024@email.com,378-401-8108,9271 Hill St,Greensboro,NC,27868,2024-04-19,2024-04-19,2025-01-01
